ID,Book,PDF page,Printed page,Section,Content,Type,Classification,Severity,Frequency,Friction,Priority,Current App Path,Searchable? / tested query,Context-linked?,Table view?,Problem,Recommended minimal fix,Need ID,Solution categories,Workflows
core-full-dungeon-name,MÖRK BORG Full Edition (Second Printing),93,unnumbered / see page ledger,Dungeon title: two d12 columns,Dungeon title: two d12 columns,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.titleA > ROLL / TABLE,yes: Dungeon title: two d12 columns,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-dungeon-name,,Character
core-dungeon-status,MÖRK BORG Bare Bones,71,71,Dungeon status with conditional inactive reason,Dungeon status with conditional inactive reason,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.status > ROLL / TABLE,yes: Dungeon status with conditional inactive reason,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-dungeon-status,,Character
core-full-dungeon-status,MÖRK BORG Full Edition (Second Printing),93,unnumbered / see page ledger,Dungeon status with conditional inactive reason,Dungeon status with conditional inactive reason,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.status > ROLL / TABLE,yes: Dungeon status with conditional inactive reason,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-dungeon-status,,Character
core-dungeon-danger,MÖRK BORG Bare Bones,72,72,Imminent Danger and conditional liquid,Imminent Danger and conditional liquid,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.danger > ROLL / TABLE,yes: Imminent Danger and conditional liquid,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-dungeon-danger,,Character
core-full-dungeon-danger,MÖRK BORG Full Edition (Second Printing),93,unnumbered / see page ledger,Imminent Danger and conditional liquid,Imminent Danger and conditional liquid,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.danger > ROLL / TABLE,yes: Imminent Danger and conditional liquid,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-dungeon-danger,,Character
core-dungeon-inhabitants,MÖRK BORG Bare Bones,72,72,Current dungeon inhabitants d12,Current dungeon inhabitants d12,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.inhabitants > ROLL / TABLE,yes: Current dungeon inhabitants d12,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-dungeon-inhabitants,,Character
core-full-dungeon-inhabitants,MÖRK BORG Full Edition (Second Printing),93,unnumbered / see page ledger,Current dungeon inhabitants d12,Current dungeon inhabitants d12,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.inhabitants > ROLL / TABLE,yes: Current dungeon inhabitants d12,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-dungeon-inhabitants,,Character
core-dungeon-feature,MÖRK BORG Bare Bones,73,73,Distinctive Feature d12,Distinctive Feature d12,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.feature > ROLL / TABLE,yes: Distinctive Feature d12,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-dungeon-feature,,Character
core-full-dungeon-feature,MÖRK BORG Full Edition (Second Printing),93,unnumbered / see page ledger,Distinctive Feature d12,Distinctive Feature d12,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.feature > ROLL / TABLE,yes: Distinctive Feature d12,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-dungeon-feature,,Character
core-sample-rooms,MÖRK BORG Bare Bones,73; 74,"73,74",Sample Rooms d4 × d6 plus conditional subtables,Sample Rooms d4 × d6 plus conditional subtables,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.rooms > ROLL / TABLE,yes: Sample Rooms d4 × d6 plus conditional subtables,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-sample-rooms,,Character
core-full-sample-rooms,MÖRK BORG Full Edition (Second Printing),93,unnumbered / see page ledger,Sample Rooms d4 × d6 plus conditional subtables,Sample Rooms d4 × d6 plus conditional subtables,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.rooms > ROLL / TABLE,yes: Sample Rooms d4 × d6 plus conditional subtables,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-sample-rooms,,Character
core-arcane-catastrophes,MÖRK BORG Bare Bones,43; 44; 45,"43,44,45",Arcane Catastrophes d20 including Cube-Violet d4,Arcane Catastrophes d20 including Cube-Violet d4,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.arcaneCatastrophes,yes: Arcane Catastrophes d20 including Cube-Violet d4,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-arcane-catastrophes,,Character
core-full-arcane-catastrophes,MÖRK BORG Full Edition (Second Printing),48; 49,"44,45",Arcane Catastrophes d20 including Cube-Violet d4,Arcane Catastrophes d20 including Cube-Violet d4,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.arcaneCatastrophes,yes: Arcane Catastrophes d20 including Cube-Violet d4,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-arcane-catastrophes,,Character
core-catastrophe-repeat,MÖRK BORG Bare Bones,43,43,Repeated catastrophe: black-fire damage and water interaction,Repeated catastrophe: black-fire damage and water interaction,Rule,PARTIAL,P2,2,4,8,Reference Desk > oracle:core.arcaneCatastrophes > SOURCE,indirect: Repeated catastrophe: black-fire damage and water interaction,no,n/a,Source note mentions explosion for duplicate result but omits d6 damage each round and that water feeds the fire. Individual table rows do not carry this global rule.,Add the complete short global repeat rule to the catastrophe reference.,core-catastrophe-repeat,QUICK_RULE,Character
core-full-catastrophe-repeat,MÖRK BORG Full Edition (Second Printing),49,45,Repeated catastrophe: black-fire damage and water interaction,Repeated catastrophe: black-fire damage and water interaction,Rule,PARTIAL,P2,2,4,8,Reference Desk > oracle:core.arcaneCatastrophes > SOURCE,indirect: Repeated catastrophe: black-fire damage and water interaction,no,n/a,Source note mentions explosion for duplicate result but omits d6 damage each round and that water feeds the fire. Individual table rows do not carry this global rule.,Add the complete short global repeat rule to the catastrophe reference.,core-catastrophe-repeat,QUICK_RULE,Character
core-power-palms-open-the-southern-gate,MÖRK BORG Bare Bones,34,34,Powers / Scrolls,Palms Open the Southern Gate,Power,PARTIAL,P1,4,5,20,Reference Desk > oracle:core.unclean; Character > generated scroll,no: Palms Open the Southern Gate,no,no,Exact effect is stored in entry.metadata.effect. Reference Desk ROLL and TABLE show the name without effect; a generated Character scroll includes it. Exact named Power is not an indexed reference.,"Render existing effect in result/TABLE and index an OPEN action for this canonical Power entry; preserve all target, duration, range and dice terms.",core-power-palms-open-the-southern-gate,POWER_REFERENCE; TABLE_VIEW; RESULT_LINK; SEARCH_ALIAS,Powers; Character; Combat
core-full-power-palms-open-the-southern-gate,MÖRK BORG Full Edition (Second Printing),39,35,Powers / Scrolls,Palms Open the Southern Gate,Power,PARTIAL,P1,4,5,20,Reference Desk > oracle:core.unclean; Character > generated scroll,no: Palms Open the Southern Gate,no,no,Exact effect is stored in entry.metadata.effect. Reference Desk ROLL and TABLE show the name without effect; a generated Character scroll includes it. Exact named Power is not an indexed reference.,"Render existing effect in result/TABLE and index an OPEN action for this canonical Power entry; preserve all target, duration, range and dice terms.",core-power-palms-open-the-southern-gate,POWER_REFERENCE; TABLE_VIEW; RESULT_LINK; SEARCH_ALIAS,Powers; Character; Combat
core-power-tongue-of-eris,MÖRK BORG Bare Bones,34,34,Powers / Scrolls,Tongue of Eris,Power,PARTIAL,P1,4,5,20,Reference Desk > oracle:core.unclean; Character > generated scroll,no: Tongue of Eris,no,no,Exact effect is stored in entry.metadata.effect. Reference Desk ROLL and TABLE show the name without effect; a generated Character scroll includes it. Exact named Power is not an indexed reference.,"Render existing effect in result/TABLE and index an OPEN action for this canonical Power entry; preserve all target, duration, range and dice terms.",core-power-tongue-of-eris,POWER_REFERENCE; TABLE_VIEW; RESULT_LINK; SEARCH_ALIAS,Powers; Character; Combat
core-full-power-tongue-of-eris,MÖRK BORG Full Edition (Second Printing),39,35,Powers / Scrolls,Tongue of Eris,Power,PARTIAL,P1,4,5,20,Reference Desk > oracle:core.unclean; Character > generated scroll,no: Tongue of Eris,no,no,Exact effect is stored in entry.metadata.effect. Reference Desk ROLL and TABLE show the name without effect; a generated Character scroll includes it. Exact named Power is not an indexed reference.,"Render existing effect in result/TABLE and index an OPEN action for this canonical Power entry; preserve all target, duration, range and dice terms.",core-power-tongue-of-eris,POWER_REFERENCE; TABLE_VIEW; RESULT_LINK; SEARCH_ALIAS,Powers; Character; Combat
core-power-te-le-kin-esis,MÖRK BORG Bare Bones,34,34,Powers / Scrolls,Te-le-kin-esis,Power,PARTIAL,P1,4,5,20,Reference Desk > oracle:core.unclean; Character > generated scroll,no: Te-le-kin-esis,no,no,Exact effect is stored in entry.metadata.effect. Reference Desk ROLL and TABLE show the name without effect; a generated Character scroll includes it. Exact named Power is not an indexed reference.,"Render existing effect in result/TABLE and index an OPEN action for this canonical Power entry; preserve all target, duration, range and dice terms.",core-power-te-le-kin-esis,POWER_REFERENCE; TABLE_VIEW; RESULT_LINK; SEARCH_ALIAS,Powers; Character; Combat
core-full-power-te-le-kin-esis,MÖRK BORG Full Edition (Second Printing),39,35,Powers / Scrolls,Te-le-kin-esis,Power,PARTIAL,P1,4,5,20,Reference Desk > oracle:core.unclean; Character > generated scroll,no: Te-le-kin-esis,no,no,Exact effect is stored in entry.metadata.effect. Reference Desk ROLL and TABLE show the name without effect; a generated Character scroll includes it. Exact named Power is not an indexed reference.,"Render existing effect in result/TABLE and index an OPEN action for this canonical Power entry; preserve all target, duration, range and dice terms.",core-power-te-le-kin-esis,POWER_REFERENCE; TABLE_VIEW; RESULT_LINK; SEARCH_ALIAS,Powers; Character; Combat
core-power-lucy-fires-levitation,MÖRK BORG Bare Bones,34,34,Powers / Scrolls,Lucy-Fires Levitation,Power,PARTIAL,P1,4,5,20,Reference Desk > oracle:core.unclean; Character > generated scroll,no: Lucy-Fires Levitation,no,no,Exact effect is stored in entry.metadata.effect. Reference Desk ROLL and TABLE show the name without effect; a generated Character scroll includes it. Exact named Power is not an indexed reference.,"Render existing effect in result/TABLE and index an OPEN action for this canonical Power entry; preserve all target, duration, range and dice terms.",core-power-lucy-fires-levitation,POWER_REFERENCE; TABLE_VIEW; RESULT_LINK; SEARCH_ALIAS,Powers; Character; Combat
core-full-power-lucy-fires-levitation,MÖRK BORG Full Edition (Second Printing),39,35,Powers / Scrolls,Lucy-Fires Levitation,Power,PARTIAL,P1,4,5,20,Reference Desk > oracle:core.unclean; Character > generated scroll,no: Lucy-Fires Levitation,no,no,Exact effect is stored in entry.metadata.effect. Reference Desk ROLL and TABLE show the name without effect; a generated Character scroll includes it. Exact named Power is not an indexed reference.,"Render existing effect in result/TABLE and index an OPEN action for this canonical Power entry; preserve all target, duration, range and dice terms.",core-power-lucy-fires-levitation,POWER_REFERENCE; TABLE_VIEW; RESULT_LINK; SEARCH_ALIAS,Powers; Character; Combat
core-power-daemon-of-capillaries,MÖRK BORG Bare Bones,34,34,Powers / Scrolls,Daemon of Capillaries,Power,PARTIAL,P1,4,5,20,Reference Desk > oracle:core.unclean; Character > generated scroll,no: Daemon of Capillaries,no,no,Exact effect is stored in entry.metadata.effect. Reference Desk ROLL and TABLE show the name without effect; a generated Character scroll includes it. Exact named Power is not an indexed reference.,"Render existing effect in result/TABLE and index an OPEN action for this canonical Power entry; preserve all target, duration, range and dice terms.",core-power-daemon-of-capillaries,POWER_REFERENCE; TABLE_VIEW; RESULT_LINK; SEARCH_ALIAS,Powers; Character; Combat
core-full-power-daemon-of-capillaries,MÖRK BORG Full Edition (Second Printing),39,35,Powers / Scrolls,Daemon of Capillaries,Power,PARTIAL,P1,4,5,20,Reference Desk > oracle:core.unclean; Character > generated scroll,no: Daemon of Capillaries,no,no,Exact effect is stored in entry.metadata.effect. Reference Desk ROLL and TABLE show the name without effect; a generated Character scroll includes it. Exact named Power is not an indexed reference.,"Render existing effect in result/TABLE and index an OPEN action for this canonical Power entry; preserve all target, duration, range and dice terms.",core-power-daemon-of-capillaries,POWER_REFERENCE; TABLE_VIEW; RESULT_LINK; SEARCH_ALIAS,Powers; Character; Combat
core-power-nine-violet-signs-unknot-the-storm,MÖRK BORG Bare Bones,34,34,Powers / Scrolls,Nine Violet Signs Unknot the Storm,Power,PARTIAL,P1,4,5,20,Reference Desk > oracle:core.unclean; Character > generated scroll,no: Nine Violet Signs Unknot the Storm,no,no,Exact effect is stored in entry.metadata.effect. Reference Desk ROLL and TABLE show the name without effect; a generated Character scroll includes it. Exact named Power is not an indexed reference.,"Render existing effect in result/TABLE and index an OPEN action for this canonical Power entry; preserve all target, duration, range and dice terms.",core-power-nine-violet-signs-unknot-the-storm,POWER_REFERENCE; TABLE_VIEW; RESULT_LINK; SEARCH_ALIAS,Powers; Character; Combat
